,Title,Geek Rating,Link,Min Player No.,Max Player No.,Weight,Designers,Categories,Mechanics,Reimplements,Reimplemented by
3643,10' to Kill,5.815,https://boardgamegeek.com/boardgame/174476/10-kill,2.0,4.0,1.67,['Benoit Bannier'],"['Animals', 'Bluffing', 'Deduction', 'Murder/Mystery']","['Action Queue', 'Memory', 'Modular Board', 'Player Elimination', 'Secret Unit Deployment']",[],[]
3644,Unsettled,5.815,https://boardgamegeek.com/boardgame/290484/unsettled,2.0,4.0,3.12,"['Marc Neidlinger', 'Tom Mattson']","['Exploration', 'Science Fiction']","['Cooperative Game', 'Modular Board', 'Variable Set-up', 'Worker Placement']",[],[]
3645,Combo Fighter,5.815,https://boardgamegeek.com/boardgame/236305/combo-fighter,1.0,4.0,1.55,['Asger Johansen'],"['Bluffing', 'Fighting', 'Video Game Theme']","['Hand Management', 'Rock-Paper-Scissors', 'Simultaneous Action Selection', 'Variable Player Powers']","[""Caesar's Glory (2017)""]",[]
3646,SEAL Team Flix,5.815,https://boardgamegeek.com/boardgame/177515/seal-team-flix,1.0,4.0,3.06,"['Pete Ruth', 'Mark Thomas (I)']","['Action / Dexterity', 'Modern Warfare']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Flicking', 'Grid Movement', 'Time Track']",[],['Phantom Division (2021)']
3647,Totaler Krieg!,5.815,https://boardgamegeek.com/boardgame/4258/totaler-krieg,2.0,3.0,4.0,"['Alan Emrich', 'Steve Kosakowski']","['Wargame', 'World War II']","['Action Queue', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Simulation']",['Krieg! World War II in Europe (1996)'],['Axis Empires: Totaler Krieg! (2011)']
3648,Nuclear Proliferation,5.814,https://boardgamegeek.com/boardgame/1212/nuclear-proliferation,2.0,6.0,1.48,['Douglas Malewicki'],"['Card Game', 'Modern Warfare', 'Negotiation', 'Political', 'Wargame']","['Hand Management', 'Take That', 'Variable Player Powers']",[],[]
3649,Lunar Rails,5.814,https://boardgamegeek.com/boardgame/6663/lunar-rails,2.0,6.0,2.76,['M. Robert Stribula'],"['Economic', 'Science Fiction', 'Trains', 'Transportation']","['Crayon Rail System', 'Network and Route Building', 'Pick-up and Deliver']",[],[]
3650,Bristol 1350,5.814,https://boardgamegeek.com/boardgame/308989/bristol-1350,1.0,9.0,1.44,['Travis Hancock'],"['Deduction', 'Dice', 'Medieval', 'Party Game']","['Deduction', 'Dice Rolling', 'Different Dice Movement', 'Hidden Roles', 'Player Elimination', 'Race', 'Semi-Cooperative Game']",[],[]
3651,Gorus Maximus,5.814,https://boardgamegeek.com/boardgame/253756/gorus-maximus,1.0,8.0,1.27,['Conor McGoey'],['Card Game'],"['Solo / Solitaire Game', 'Team-Based Game', 'Trick-taking']",[],['Sea Change (2021)']
3652,Statis Pro Baseball,5.814,https://boardgamegeek.com/boardgame/3730/statis-pro-baseball,1.0,2.0,2.17,['Jim Barnes'],"['Card Game', 'Sports']",['Simulation'],[],['Statis Pro Baseball Advanced (2004)']
3653,Petits Meurtres & Faits Divers,5.814,https://boardgamegeek.com/boardgame/29805/petits-meurtres-faits-divers,4.0,7.0,1.78,['Hervé Marly'],"['Deduction', 'Murder/Mystery']","['Acting', 'Storytelling']",[],['Petits meurtres & faits divers: au tribunal (2013)']
3654,Bughouse Chess,5.813,https://boardgamegeek.com/boardgame/14188/bughouse-chess,4.0,4.0,2.83,['(Uncredited)'],['Abstract Strategy'],"['Grid Movement', 'Team-Based Game']",[],[]
3655,Enigma,5.813,https://boardgamegeek.com/boardgame/127312/enigma,2.0,4.0,2.07,['Touko Tahkokallio'],"['Adventure', 'Puzzle', 'Real-time']","['Card Drafting', 'Pattern Recognition', 'Tile Placement']",[],[]
3656,1824: Austrian-Hungarian Railway (Second Edition),5.813,https://boardgamegeek.com/boardgame/277030/1824-austrian-hungarian-railway-second-edition,2.0,6.0,3.85,"['Helmut Ohley', 'Leonhard ""Lonny"" Orgler']","['Economic', 'Trains']","['Auction/Bidding', 'Market', 'Network and Route Building', 'Ownership', 'Stock Holding', 'Tile Placement', 'Victory Points as a Resource']",['1824: Austria-Hungary (2005)'],[]
3657,500,5.813,https://boardgamegeek.com/boardgame/13123/500,2.0,6.0,2.04,['(Uncredited)'],['Card Game'],"['Team-Based Game', 'Trick-taking']",[],[]
3658,Wing Leader: Supremacy 1943-1945,5.813,https://boardgamegeek.com/boardgame/183578/wing-leader-supremacy-1943-1945,2.0,2.0,3.38,['Lee Brimmicombe-Wood'],"['Aviation / Flight', 'Wargame', 'World War II']","['Dice Rolling', 'Simulation', 'Square Grid']",['Wing Leader: Victories 1940-1942 (2015)'],[]
3659,Queenz: To Bee or Not to Bee,5.813,https://boardgamegeek.com/boardgame/265285/queenz-bee-or-not-bee,2.0,4.0,2.18,"['Bruno Cathala', 'Johannes Goupy']","['Animals', 'Farming']","['Card Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Variable Set-up']",[],[]
3660,Tortuga 2199,5.813,https://boardgamegeek.com/boardgame/265017/tortuga-2199,2.0,4.0,2.45,"['Michael Loyko', 'Denis Plastinin']","['Pirates', 'Space Exploration']","['Area Majority / Influence', 'Deck, Bag, and Pool Building']",[],[]
3661,The Magnates: A Game of Power,5.813,https://boardgamegeek.com/boardgame/155025/magnates-game-power,2.0,5.0,2.3,"['Jaro Andruszkiewicz', 'Waldek Gumienny']","['Card Game', 'Novel-based', 'Political', 'Renaissance']","['Area Majority / Influence', 'Auction/Bidding', 'Hand Management']",['Boże Igrzysko (2010)'],[]
3662,Day & Night,5.813,https://boardgamegeek.com/boardgame/35935/day-night,2.0,2.0,2.45,"['Valentijn Eekels', 'Sebastiaan van den Roovaart']","['Abstract Strategy', 'Fantasy']","['Area Majority / Influence', 'Hand Management', 'Pattern Building', 'Tile Placement', 'Variable Player Powers']",[],[]
3663,Anno 1503,5.813,https://boardgamegeek.com/boardgame/8166/anno-1503,2.0,4.0,2.35,['Klaus Teuber'],"['City Building', 'Civilization', 'Exploration', 'Video Game Theme']",['Tile Placement'],[],[]
3664,A Touch of Evil: Dark Gothic,5.813,https://boardgamegeek.com/boardgame/146784/touch-evil-dark-gothic,2.0,6.0,2.14,['Jason C. Hill'],"['Card Game', 'Horror']","['Deck, Bag, and Pool Building']",[],[]
3665,Legends Untold: Weeping Caves Novice Set,5.812,https://boardgamegeek.com/boardgame/198832/legends-untold-weeping-caves-novice-set,1.0,4.0,3.19,"['Hugh Ducker', 'Kevin Young']","['Adventure', 'Exploration', 'Fantasy', 'Medieval']","['Cooperative Game', 'Dice Rolling', 'Role Playing', 'Solo / Solitaire Game']",[],[]
3666,Top Ten,5.812,https://boardgamegeek.com/boardgame/300905/top-ten,4.0,9.0,1.1,['Aurélien Picolet'],['Party Game'],['Cooperative Game'],[],['Top Ten 18+ (2021)']
3667,Trick Shot,5.812,https://boardgamegeek.com/boardgame/256707/trick-shot,2.0,4.0,2.42,['Artyom Nichipurov'],"['Dice', 'Miniatures', 'Sports']","['Card Drafting', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Push Your Luck']",[],[]
3668,Chronology,5.812,https://boardgamegeek.com/boardgame/834/chronology,2.0,8.0,1.44,['Jane Ruemmele'],"['Card Game', 'Educational', 'Party Game', 'Trivia']",[],[],"['The Best of Chronology (1997)', 'Chronology (2008)', 'Chronology Junior (1996)', 'Chronology: Sports Edition (1996)']"
3669,30 Seconds,5.812,https://boardgamegeek.com/boardgame/25213/30-seconds,3.0,2.0,1.2,['Calie Esterhuyse'],"['Party Game', 'Real-time', 'Trivia']","['Roll / Spin and Move', 'Team-Based Game']",[],"['30 Seconds Junior (2013)', '30 Seconds: Everyday Life (2017)']"
3670,[kosmopoli:t],5.812,https://boardgamegeek.com/boardgame/297658/kosmopolit,4.0,8.0,1.27,"['Julien Prothière', 'Florent Toscano']","['Party Game', 'Real-time']",['Cooperative Game'],[],[]
3671,Cartagena,5.812,https://boardgamegeek.com/boardgame/224031/cartagena,2.0,5.0,1.58,['Leo Colovini'],['Pirates'],"['Action Points', 'Hand Management', 'Modular Board', 'Race', 'Track Movement']","['Cartagena (2000)', ""Cartagena 2. The Pirate's Nest (2006)""]",[]
3672,Fine Sand,5.812,https://boardgamegeek.com/boardgame/257733/fine-sand,1.0,4.0,2.07,['Friedemann Friese'],['Card Game'],"['Deck, Bag, and Pool Building', 'Hand Management']",[],[]
3673,Jäger und Späher,5.812,https://boardgamegeek.com/boardgame/161530/jager-und-spaher,2.0,2.0,2.65,['Gerhard Hecht'],['Prehistoric'],"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Worker Placement']",[],[]
3674,Samarkand,5.812,https://boardgamegeek.com/boardgame/364/samarkand,2.0,5.0,1.95,['Sid Sackson'],['Economic'],"['Pick-up and Deliver', 'Set Collection', 'Square Grid', 'Trading']",[],[]
3675,Shifty Eyed Spies,5.812,https://boardgamegeek.com/boardgame/232830/shifty-eyed-spies,4.0,8.0,1.2,['Prospero Hall'],"['Bluffing', 'Party Game', 'Spies/Secret Agents']","['Acting', 'Targeted Clues', 'Team-Based Game']",[],[]
3676,Anno Domini: Erfindungen,5.812,https://boardgamegeek.com/boardgame/3137/anno-domini-erfindungen,2.0,8.0,1.49,['Urs Hostettler'],"['Bluffing', 'Party Game', 'Trivia']",[],[],[]
3677,Half-Pint Heroes,5.812,https://boardgamegeek.com/boardgame/216578/half-pint-heroes,2.0,7.0,1.88,"['Roland Goslar', 'Johannes Goslar', 'Søren Schaffstein']","['Card Game', 'Humor']","['Set Collection', 'Simultaneous Action Selection', 'Trick-taking']",[],[]
3678,Captive,5.811,https://boardgamegeek.com/boardgame/207898/captive,1.0,1.0,1.22,['Emmanuel Manuro'],['Book'],[],[],[]
3679,Inhuman Conditions,5.811,https://boardgamegeek.com/boardgame/261403/inhuman-conditions,2.0,2.0,1.92,"['Tommy Maranges', ""Cory O'Brien""]","['Bluffing', 'Deduction', 'Party Game', 'Real-time', 'Science Fiction']","['Acting', 'Elapsed Real Time Ending', 'Hidden Roles', 'Pattern Recognition', 'Role Playing', 'Storytelling']",[],[]
3680,2038: Tycoons of the Asteroid Belt,5.811,https://boardgamegeek.com/boardgame/816/2038-tycoons-asteroid-belt,3.0,6.0,4.04,"['James Hlavaty', 'Thomas Lehmann']","['Economic', 'Science Fiction', 'Space Exploration', 'Trains', 'Transportation']","['Auction/Bidding', 'Network and Route Building', 'Pick-up and Deliver', 'Stock Holding']",[],[]
3681,Call to Adventure: The Stormlight Archive,5.811,https://boardgamegeek.com/boardgame/266993/call-adventure-stormlight-archive,1.0,4.0,1.9,"[""Chris O'Neal"", ""Johnny O'Neal""]","['Card Game', 'Dice', 'Fantasy', 'Novel-based']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Set Collection', 'Storytelling']",[],[]
3682,CVlizations,5.811,https://boardgamegeek.com/boardgame/181494/cvlizations,2.0,5.0,1.88,['Jan Zalewski'],"['Card Game', 'Civilization', 'Humor']","['Action Queue', 'Hand Management', 'Set Collection', 'Turn Order: Progressive', 'Turn Order: Role Order']",[],[]
3683,Alchemist,5.81,https://boardgamegeek.com/boardgame/27385/alchemist,2.0,5.0,2.23,['Carlo A. Rossi'],"['Economic', 'Medieval']","['Area Majority / Influence', 'Set Collection']",[],[]
3684,Across 5 Aprils,5.81,https://boardgamegeek.com/boardgame/4047/across-5-aprils,2.0,2.0,2.36,['Eric Lee Smith'],"['American Civil War', 'Civil War', 'Post-Napoleonic', 'Wargame']","['Chit-Pull System', 'Dice Rolling', 'Hexagon Grid', 'Simulation']",[],[]
3685,Mage Knight Dungeons,5.81,https://boardgamegeek.com/boardgame/2876/mage-knight-dungeons,2.0,4.0,2.48,"['Kevin Barrett', 'Michael Mulvihill', 'Jordan Weisman']","['Adventure', 'Collectible Components', 'Exploration', 'Fantasy', 'Fighting', 'Maze', 'Miniatures']","['Action Points', 'Modular Board', 'Role Playing', 'Tile Placement', 'Variable Player Powers']",[],[]
3686,The Settlers of Zarahemla,5.81,https://boardgamegeek.com/boardgame/6778/settlers-zarahemla,2.0,4.0,2.54,['Klaus Teuber'],"['Ancient', 'Civilization', 'Religious']","['Dice Rolling', 'Modular Board', 'Set Collection', 'Trading']",['Catan (1995)'],[]
3687,In the Name of Odin,5.81,https://boardgamegeek.com/boardgame/184700/name-odin,2.0,5.0,2.59,['Krzysztof Zięba'],['Medieval'],"['Hand Management', 'Set Collection']",[],[]
3688,Zombie Fluxx,5.81,https://boardgamegeek.com/boardgame/29387/zombie-fluxx,2.0,6.0,1.44,['Andrew Looney'],"['Card Game', 'Zombies']","['Hand Management', 'Set Collection', 'Take That']",['Fluxx (1997)'],[]
3689,Patton's Best,5.81,https://boardgamegeek.com/boardgame/4556/pattons-best,1.0,1.0,3.2,['Bruce Shelley'],"['Wargame', 'World War II']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Events', 'Minimap Resolution', 'Paper-and-Pencil', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game', 'Variable Set-up']",[],[]
3690,MegaCity: Oceania,5.81,https://boardgamegeek.com/boardgame/266304/megacity-oceania,2.0,4.0,2.0,"['Jordan Draper', 'Michael Fox (II)']","['Action / Dexterity', 'City Building', 'Science Fiction']","['Area Majority / Influence', 'Modular Board', 'Real-Time', 'Set Collection', 'Stacking and Balancing', 'Tile Placement']",['TOKYO JUTAKU (2018)'],[]
3691,Starving Artists,5.809,https://boardgamegeek.com/boardgame/189350/starving-artists,1.0,4.0,1.91,['Mike Wokasch'],"['Abstract Strategy', 'Card Game', 'Educational']","['Auction: Dutch', 'Set Collection']",[],[]
3692,Pecking Order,5.809,https://boardgamegeek.com/boardgame/22347/pecking-order,2.0,2.0,1.33,['Richard Garfield'],"['Animals', 'Bluffing', 'Card Game']",['Auction/Bidding'],[],[]
3693,Champions of Hara,5.809,https://boardgamegeek.com/boardgame/174805/champions-hara,1.0,4.0,3.09,"['Walter Barber', 'Ian VanNest', 'Andrew Zimmermann']","['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Puzzle']","['Area Movement', 'Cooperative Game', 'Grid Movement', 'Hand Management', 'Modular Board', 'Point to Point Movement', 'Tile Placement', 'Variable Player Powers']",[],[]
3694,SUPERHOT: The Card Game,5.809,https://boardgamegeek.com/boardgame/206156/superhot-card-game,1.0,3.0,2.28,['Manuel Correia'],"['Card Game', 'Fighting', 'Video Game Theme']","['Action Queue', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management']",['Agent Decker (2015)'],[]
3695,Wizard,5.809,https://boardgamegeek.com/boardgame/3463/wizard,2.0,2.0,2.27,['Steve Jackson (I)'],"['Adventure', 'Fantasy', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Line of Sight', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Player Powers']",[],['Melee & Wizard (2018)']
3696,Animal Upon Animal: Balancing Bridge,5.809,https://boardgamegeek.com/boardgame/84464/animal-upon-animal-balancing-bridge,2.0,4.0,1.12,['Klaus Miltenberger'],"['Action / Dexterity', 'Animals', ""Children's Game""]",['Stacking and Balancing'],[],[]
3697,Sherlock: Death on the 4th of July,5.809,https://boardgamegeek.com/boardgame/250779/sherlock-death-4th-july,1.0,8.0,1.6,"['Francisco Gallego Arredondo', 'Martí Lucas Feliu', 'Josep Izquierdo Sánchez']","['Card Game', 'Deduction', 'Murder/Mystery']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Memory']",[],[]
3698,King of the Elves,5.809,https://boardgamegeek.com/boardgame/229/king-elves,2.0,6.0,2.02,['Alan R. Moon'],"['Card Game', 'Fantasy', 'Travel']","['Card Drafting', 'Hand Management', 'Point to Point Movement']",['Elfenland (1998)'],[]
3699,Lupus in Tabula,5.809,https://boardgamegeek.com/boardgame/63539/lupus-tabula,8.0,2.0,1.2,['Domenico Di Giorgio'],"['Bluffing', 'Deduction', 'Horror', 'Murder/Mystery', 'Negotiation', 'Party Game']","['Player Elimination', 'Role Playing', 'Team-Based Game', 'Variable Player Powers', 'Voting']",[],[]
3700,Ruthless,5.809,https://boardgamegeek.com/boardgame/234450/ruthless,2.0,4.0,2.15,['Roland MacDonald'],"['Card Game', 'Pirates']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Set Collection']",[],[]
3701,Dark Domains,5.809,https://boardgamegeek.com/boardgame/166854/dark-domains,2.0,5.0,3.0,"['William Baldwin', 'Jeff Horger', 'Carla Horger', 'Joseph Roush']","['Card Game', 'City Building', 'Fantasy', 'Fighting']","['Dice Rolling', 'Worker Placement']",[],[]
3702,1853,5.809,https://boardgamegeek.com/boardgame/1493/1853,3.0,6.0,4.17,['Francis Tresham'],"['Economic', 'Trains', 'Transportation']","['Network and Route Building', 'Stock Holding', 'Tile Placement']",[],[]
3703,Lock 'n Load Tactical: Day of Heroes,5.808,https://boardgamegeek.com/boardgame/25727/lock-n-load-tactical-day-heroes,2.0,2.0,2.88,"['Tom Herrschaft', 'Jeff Lewis']","['Modern Warfare', 'Wargame']","['Grid Movement', 'Square Grid']",[],[]
3704,Spike,5.808,https://boardgamegeek.com/boardgame/165876/spike,2.0,4.0,2.45,['Stephen Glenn'],['Trains'],"['Network and Route Building', 'Pick-up and Deliver']",[],[]
3705,Smarty Party!,5.808,https://boardgamegeek.com/boardgame/7062/smarty-party,3.0,8.0,1.4,"['Pitt Crandlemire', 'Aaron Weissblum']","['Party Game', 'Trivia']",[],[],[]
3706,The One Hundred Torii,5.808,https://boardgamegeek.com/boardgame/256509/one-hundred-torii,1.0,4.0,2.29,['Scott Caputo'],['Abstract Strategy'],"['Set Collection', 'Solo / Solitaire Game', 'Tile Placement']",[],[]
3707,Fairy Tile,5.808,https://boardgamegeek.com/boardgame/220780/fairy-tile,2.0,4.0,1.33,"['Matthew Dunstan', 'Brett J. Gilbert']","[""Children's Game"", 'Fantasy', 'Medieval']","['Storytelling', 'Tile Placement']",[],[]
3708,Hegemonic,5.808,https://boardgamegeek.com/boardgame/92666/hegemonic,2.0,6.0,3.67,['Oliver Kiley'],"['Civilization', 'Economic', 'Science Fiction', 'Space Exploration']","['Area Majority / Influence', 'Hand Management', 'Modular Board', 'Simultaneous Action Selection', 'Tile Placement']",[],[]
3709,Iron Helm,5.808,https://boardgamegeek.com/boardgame/273264/iron-helm,1.0,1.0,2.06,['Jason Glover'],"['Adventure', 'Card Game', 'Fantasy']","['Dice Rolling', 'Push Your Luck', 'Solo / Solitaire Game']",['Desolate (2018)'],[]
3710,Loco Motive,5.808,https://boardgamegeek.com/boardgame/41052/loco-motive,4.0,8.0,1.09,['Walter Obert'],"['Action / Dexterity', 'Party Game', 'Puzzle', 'Real-time', 'Trains']","['Acting', 'Team-Based Game']",[],[]
3711,Push It,5.808,https://boardgamegeek.com/boardgame/178940/push-it,2.0,4.0,1.07,['Leeson George'],"['Action / Dexterity', ""Children's Game""]",[],[],[]
3712,1844: Schweiz,5.808,https://boardgamegeek.com/boardgame/7935/1844-schweiz,3.0,7.0,4.32,"['Peter Minder', 'Helmut Ohley']","['Economic', 'Trains']","['Auction/Bidding', 'Network and Route Building', 'Stock Holding', 'Tile Placement']",[],['1844/1854 (2016)']
3713,D-Day at Peleliu,5.808,https://boardgamegeek.com/boardgame/67601/d-day-peleliu,1.0,1.0,4.05,['John H. Butterfield'],"['Wargame', 'World War II']","['Hexagon Grid', 'Simulation']",['D-Day at Omaha Beach (2009)'],[]
3714,Elevenses,5.807,https://boardgamegeek.com/boardgame/144388/elevenses,2.0,4.0,1.4,['David Harding (II)'],"['Card Game', 'Print & Play']",['Hand Management'],[],['Elevenses for One (2014)']
3715,Monarch,5.807,https://boardgamegeek.com/boardgame/173115/monarch,2.0,4.0,1.75,"['Mary Flanagan', 'Zara Downs', 'Max Seidman']",['Fantasy'],"['Card Drafting', 'Modular Board', 'Set Collection', 'Variable Player Powers']",[],[]
3716,La Strada,5.807,https://boardgamegeek.com/boardgame/9675/la-strada,2.0,4.0,1.84,['Martin Wallace'],"['Abstract Strategy', 'Transportation']","['Action Points', 'Area Majority / Influence', 'Enclosure', 'Hand Management', 'Modular Board', 'Network and Route Building', 'Tile Placement']",[],[]
3717,Magic: The Gathering – Arena of the Planeswalkers: Shadows over Innistrad,5.807,https://boardgamegeek.com/boardgame/203204/magic-gathering-arena-planeswalkers-shadows-over-i,2.0,4.0,2.64,"[""James D'Aloisio"", 'Ethan Fleischer', 'Austin Rucker', 'Craig Van Ness']","['Fantasy', 'Miniatures', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Team-Based Game']",[],[]
3718,The Ares Project,5.807,https://boardgamegeek.com/boardgame/65534/ares-project,2.0,4.0,3.29,"['Brian Engelstein', 'Geoff Engelstein']","['Card Game', 'Fighting', 'Science Fiction']","['Dice Rolling', 'Hand Management', 'King of the Hill', 'Rock-Paper-Scissors', 'Secret Unit Deployment', 'Variable Player Powers']",[],[]
3719,Baltic Gap: Summer 1944,5.807,https://boardgamegeek.com/boardgame/39328/baltic-gap-summer-1944,2.0,2.0,4.2,"['Dean Essig', 'John Kisner', 'Hans Mielants']","['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Simulation', 'Zone of Control']",[],[]
3720,Big Shot,5.807,https://boardgamegeek.com/boardgame/1125/big-shot,2.0,4.0,1.98,['Alex Randolph'],['Economic'],"['Area Majority / Influence', 'Auction/Bidding', 'Dice Rolling']",[],[]
3721,La Viña,5.807,https://boardgamegeek.com/boardgame/276497/la-vina,2.0,5.0,2.27,['Jose Ramón Palacios'],"['Card Game', 'Farming']","['Hand Management', 'Set Collection']",[],[]
3722,Ghostbusters: The Board Game,5.806,https://boardgamegeek.com/boardgame/173275/ghostbusters-board-game,1.0,4.0,2.23,"['Matt Hyra', 'Adam Sblendorio', 'Mataio Wilson']","['Fantasy', 'Movies / TV / Radio theme']","['Cooperative Game', 'Dice Rolling', 'Grid Movement']",[],[]
3723,Doge,5.806,https://boardgamegeek.com/boardgame/854/doge,3.0,4.0,2.55,['Leo Colovini'],"['Bluffing', 'Political']","['Area Majority / Influence', 'Auction/Bidding', 'Simultaneous Action Selection']",[],[]
3724,The Longest Day,5.806,https://boardgamegeek.com/boardgame/5651/longest-day,2.0,8.0,4.14,['Randall C. Reed'],"['Wargame', 'World War II']","['Dice Rolling', 'Events', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Ratio / Combat Results Table', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game']",[],[]
3725,Yokohama Duel,5.806,https://boardgamegeek.com/boardgame/264637/yokohama-duel,2.0,2.0,2.45,['Hisashi Hayashi'],['Economic'],"['Set Collection', 'Worker Placement']",['Yokohama (2016)'],[]
3726,EXIT: Das Spiel – Die Känguru-Eskapaden,5.806,https://boardgamegeek.com/boardgame/269967/exit-das-spiel-die-kanguru-eskapaden,1.0,4.0,2.44,"['Inka Brand', 'Markus Brand', 'Marc-Uwe Kling']",['Deduction'],['Cooperative Game'],[],[]
3727,Silver Bullet,5.806,https://boardgamegeek.com/boardgame/278554/silver-bullet,2.0,4.0,2.0,['Ted Alspach'],['Card Game'],"['Hand Management', 'Set Collection']",['CABO (Second Edition) (2019)'],[]
3728,Judge Dredd: Helter Skelter,5.806,https://boardgamegeek.com/boardgame/275034/judge-dredd-helter-skelter,2.0,4.0,1.88,['Martin Wallace'],"['Comic Book / Strip', 'Fighting', 'Miniatures']","['Area Movement', 'Hand Management', 'Interrupts', 'Kill Steal', 'Secret Unit Deployment', 'Variable Player Powers']",['Wildlands (2018)'],[]
3729,Arkham Horror: Final Hour,5.806,https://boardgamegeek.com/boardgame/285773/arkham-horror-final-hour,1.0,4.0,2.17,['Carlo A. Rossi'],"['Adventure', 'Horror']","['Cooperative Game', 'Solo / Solitaire Game']",[],[]
3730,"Going, Going, GONE!",5.806,https://boardgamegeek.com/boardgame/144761/going-going-gone,2.0,6.0,1.25,['Scott Nicholson'],"['Action / Dexterity', 'Party Game', 'Real-time']","['Auction/Bidding', 'Auction: Dexterity', 'Set Collection']",[],[]
3731,Tapple,5.806,https://boardgamegeek.com/boardgame/129556/tapple,2.0,1.0,1.04,['(Uncredited)'],"['Card Game', 'Electronic', 'Party Game', 'Real-time', 'Word Game']",['Player Elimination'],[],[]
3732,Monikers: Something Something,5.806,https://boardgamegeek.com/boardgame/195709/monikers-something-something,4.0,2.0,1.0,"['Alex Hague', 'Justin Vickers']",['Party Game'],"['Acting', 'Card Drafting', 'Role Playing']",[],[]
3733,World of Warcraft Miniatures Game,5.806,https://boardgamegeek.com/boardgame/34496/world-warcraft-miniatures-game,2.0,2.0,2.32,"['Edward Fear', 'John Fiorillo', 'Justin Gary', 'Matt Hyra', 'Anthony Shaheen', 'Patrick Sullivan (II)']","['Adventure', 'Collectible Components', 'Fantasy', 'Miniatures', 'Video Game Theme']","['Action Points', 'Area Movement', 'Dice Rolling', 'Hexagon Grid', 'Time Track']",[],[]
3734,Warhammer Age of Sigmar: Champions Trading Card Game,5.806,https://boardgamegeek.com/boardgame/255653/warhammer-age-sigmar-champions-trading-card-game,2.0,2.0,2.75,[],"['Card Game', 'Collectible Components', 'Fantasy']","['Deck, Bag, and Pool Building', 'Take That', 'Variable Player Powers']",[],[]
3735,Resident Evil Deck Building Game: Alliance,5.805,https://boardgamegeek.com/boardgame/91773/resident-evil-deck-building-game-alliance,1.0,4.0,2.34,['Tylar Allinder'],"['Card Game', 'Exploration', 'Horror', 'Video Game Theme', 'Zombies']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']",[],[]
3736,Outside the Scope of BGG,5.805,https://boardgamegeek.com/boardgame/23953/outside-scope-bgg,,,,,,,,
3737,"Warhammer 40,000: Heroes of Black Reach",5.805,https://boardgamegeek.com/boardgame/228051/warhammer-40000-heroes-black-reach,2.0,2.0,3.52,['Yann and Clem'],"['Science Fiction', 'Wargame']","['Action Queue', 'Dice Rolling', 'Variable Player Powers']",['Heroes of Normandie (2014)'],[]
3738,Stay Cool,5.805,https://boardgamegeek.com/boardgame/267475/stay-cool,3.0,7.0,1.0,['Julien Sentis'],"['Party Game', 'Real-time', 'Trivia']",['Time Track'],[],[]
3739,7th Fleet: Modern Naval Combat in the Far East,5.805,https://boardgamegeek.com/boardgame/4854/7th-fleet-modern-naval-combat-far-east,2.0,2.0,3.62,['Joseph M. Balkoski'],"['Modern Warfare', 'Nautical', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",[],[]
3740,Armadöra,5.805,https://boardgamegeek.com/boardgame/8229/armadora,2.0,4.0,1.97,['Christwart Conrad'],"['Abstract Strategy', 'American West', 'Bluffing', 'Fantasy', 'Territory Building']","['Area Majority / Influence', 'Enclosure', 'Secret Unit Deployment']",[],[]
3741,Castles of Caladale,5.805,https://boardgamegeek.com/boardgame/213370/castles-caladale,1.0,4.0,1.33,['David Wilkinson'],"['Fantasy', 'Medieval', 'Puzzle', 'Real-time']","['Modular Board', 'Pattern Building', 'Tile Placement']",[],[]
3742,Clinic,5.804,https://boardgamegeek.com/boardgame/156840/clinic,2.0,4.0,4.14,['Alban Viard'],"['City Building', 'Economic', 'Medical', 'Territory Building', 'Transportation']","['Catch the Leader', 'Pick-up and Deliver', 'Simulation', 'Tile Placement']",[],['Clinic: Deluxe Edition (2020)']
