,Title,Geek Rating,Link,Min Player No.,Max Player No.,Weight,Designers,Categories,Mechanics,Reimplements,Reimplemented by
3743,The Omega Virus,5.804,https://boardgamegeek.com/boardgame/3086/omega-virus,1.0,4.0,1.8,['Michael Gray'],"['Deduction', 'Electronic', 'Exploration', 'Science Fiction']","['Elapsed Real Time Ending', 'Events', 'Paper-and-Pencil', 'Point to Point Movement', 'Set Collection', 'Take That']",[],['Omega Virus: Prologue (2021)']
3744,Gravity Superstar,5.804,https://boardgamegeek.com/boardgame/254088/gravity-superstar,2.0,6.0,1.25,['Julian Allain'],['Video Game Theme'],"['Grid Movement', 'Hand Management', 'Modular Board']",[],[]
3745,The Last Hundred Yards,5.804,https://boardgamegeek.com/boardgame/202721/last-hundred-yards,2.0,2.0,3.48,['Mike Denson'],"['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Simulation']",[],[]
3746,Star Wars: Star Warriors,5.804,https://boardgamegeek.com/boardgame/3593/star-wars-star-warriors,2.0,6.0,3.17,"['Peter Corless', 'Doug Kaufman']","['Movies / TV / Radio theme', 'Science Fiction']","['Action Queue', 'Hexagon Grid', 'Simultaneous Action Selection']",[],[]
3747,Krazy Wordz,5.804,https://boardgamegeek.com/boardgame/231962/krazy-wordz,3.0,7.0,1.33,"['Dirk Baumann', 'Thomas Odenhoven', 'Matthias Schmitt']","['Party Game', 'Word Game']",['Simultaneous Action Selection'],['Krazy Wordz: Erwachsenen Edition (2016)'],[]
3748,Quartermaster General: The Cold War,5.803,https://boardgamegeek.com/boardgame/247704/quartermaster-general-cold-war,3.0,6.0,2.71,['Ian Brody'],"['Modern Warfare', 'Political', 'Wargame']","['Area Majority / Influence', 'Hand Management']",['Quartermaster General (2014)'],[]
3749,Among Nobles,5.803,https://boardgamegeek.com/boardgame/172584/among-nobles,3.0,5.0,2.84,"['Morten Andersen', 'Tina Christensen', 'Robert Bonde Jensen', 'Lone Gram Larsen', 'Troels Vastrup']","['Age of Reason', 'Card Game', 'Economic', 'Renaissance']","['Area Majority / Influence', 'Card Drafting']",[],[]
3750,Feudality,5.803,https://boardgamegeek.com/boardgame/99312/feudality,2.0,6.0,2.19,['Tom Wham'],['Medieval'],"['Dice Rolling', 'Tile Placement']",[],[]
3751,Guildhall Fantasy: Alliance,5.803,https://boardgamegeek.com/boardgame/196305/guildhall-fantasy-alliance,2.0,4.0,2.14,['Hope S. Hwang'],"['Card Game', 'Fantasy']","['Hand Management', 'Set Collection', 'Take That']","['Guildhall (2012)', 'Guildhall: Job Faire (2013)']",[]
3752,Start Player,5.803,https://boardgamegeek.com/boardgame/38318/start-player,2.0,9.0,1.0,['Ted Alspach'],"['Card Game', 'Comic Book / Strip', 'Humor', 'Party Game']",['Card Drafting'],['Start Player: A Kinda Collectible Card Game (2006)'],['Start Player Express (2014)']
3753,1848: Australia,5.803,https://boardgamegeek.com/boardgame/32424/1848-australia,3.0,6.0,3.75,"['Helmut Ohley', 'Leonhard ""Lonny"" Orgler']","['Economic', 'Trains', 'Transportation']","['Auction/Bidding', 'Loans', 'Market', 'Network and Route Building', 'Ownership', 'Stock Holding', 'Tile Placement', 'Victory Points as a Resource']",[],[]
3754,Zooloretto Junior,5.803,https://boardgamegeek.com/boardgame/66120/zooloretto-junior,2.0,5.0,1.45,['Michael Schacht'],"['Animals', ""Children's Game""]","['Set Collection', 'Tile Placement']",[],[]
3755,Artus,5.803,https://boardgamegeek.com/boardgame/92643/artus,2.0,4.0,2.22,"['Michael Kiesling', 'Wolfgang Kramer']",['Medieval'],['Hand Management'],[],[]
3756,The Few and Cursed,5.803,https://boardgamegeek.com/boardgame/253807/few-and-cursed,1.0,4.0,2.59,['Mike Gnade'],"['American West', 'Comic Book / Strip']","['Area Movement', 'Deck, Bag, and Pool Building', 'Solo / Solitaire Game']",[],[]
3757,Jurassic Snack,5.803,https://boardgamegeek.com/boardgame/241164/jurassic-snack,2.0,2.0,1.2,['Bruno Cathala'],"['Abstract Strategy', 'Animals']",['Grid Movement'],['War & Sheep (2002)'],[]
3758,Batman Fluxx,5.802,https://boardgamegeek.com/boardgame/178210/batman-fluxx,2.0,6.0,1.41,['Andrew Looney'],"['Card Game', 'Movies / TV / Radio theme']","['Hand Management', 'Set Collection']",['Fluxx (1997)'],[]
3759,Strife: Legacy of the Eternals,5.802,https://boardgamegeek.com/boardgame/159632/strife-legacy-eternals,2.0,2.0,2.47,['Christopher Hamm'],"['Card Game', 'Fantasy']","['Advantage Token', 'Hand Management', 'Pattern Building', 'Simultaneous Action Selection']",[],[]
3760,Pyramid Poker,5.802,https://boardgamegeek.com/boardgame/213953/pyramid-poker,2.0,2.0,1.22,"['Aaron Weissblum', 'Norman Woods']",[],"['Pattern Building', 'Push Your Luck']",[],[]
3761,Sapiens,5.802,https://boardgamegeek.com/boardgame/169649/sapiens,2.0,4.0,2.65,['Cyrille Leroy'],['Prehistoric'],"['Take That', 'Tile Placement']",[],[]
3762,Saratoga,5.802,https://boardgamegeek.com/boardgame/3413/saratoga,2.0,2.0,2.54,['Mark Miklos'],"['Age of Reason', 'American Revolutionary War', 'Wargame']",['Hexagon Grid'],[],"['Battles of the American Revolution Tri-pack: Guilford, Saratoga, Brandywine (2017)']"
3763,Coda,5.802,https://boardgamegeek.com/boardgame/8946/coda,2.0,4.0,1.49,"['Hiroaki Suzuki', 'Eiji Wakasugi']",['Deduction'],[],[],[]
3764,"Last Blitzkrieg: Wacht am Rhein, The Battle of the Bulge",5.802,https://boardgamegeek.com/boardgame/178896/last-blitzkrieg-wacht-am-rhein-battle-bulge,2.0,4.0,3.68,['Dean Essig'],"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",[],[]
3765,Jagged Alliance: The Board Game,5.802,https://boardgamegeek.com/boardgame/231553/jagged-alliance-board-game,1.0,4.0,3.45,"['Marko Jelen', 'Jan Wagner']","['Dice', 'Fighting', 'Miniatures', 'Modern Warfare', 'Video Game Theme']","['Action Points', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Variable Phase Order']",[],[]
3766,Fief,5.802,https://boardgamegeek.com/boardgame/107704/fief,3.0,6.0,3.65,['Philippe Mouchebeuf'],"['Medieval', 'Negotiation', 'Political']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Secret Unit Deployment', 'Simulation', 'Team-Based Game', 'Voting']","['Fief (1981)', 'Fief 2 (1989)']",['Fief: France 1429 (2015)']
3767,Gipsy King,5.802,https://boardgamegeek.com/boardgame/32382/gipsy-king,2.0,5.0,1.83,['Corné van Moorsel'],['Abstract Strategy'],"['Area Majority / Influence', 'Modular Board', 'Network and Route Building']",[],[]
3768,Zombie State: Diplomacy of the Dead,5.802,https://boardgamegeek.com/boardgame/61484/zombie-state-diplomacy-dead,2.0,5.0,3.18,['John Werner'],"['Industry / Manufacturing', 'Medical', 'Zombies']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling']",[],[]
3769,Extraordinary Adventures: Pirates,5.802,https://boardgamegeek.com/boardgame/254994/extraordinary-adventures-pirates,2.0,6.0,2.22,"['Don Beyer', 'Glenn Drover']","['Nautical', 'Pirates']","['Deck, Bag, and Pool Building', 'Race', 'Set Collection']",[],[]
3770,Zero Down,5.801,https://boardgamegeek.com/boardgame/651/zero-down,2.0,5.0,1.24,['Reiner Knizia'],['Card Game'],"['Card Drafting', 'Set Collection', 'Trading']",[],[]
3771,Rod Hockey,5.801,https://boardgamegeek.com/boardgame/5445/rod-hockey,2.0,4.0,1.47,['Don Munro'],"['Action / Dexterity', 'Sports']",['Simulation'],[],['Rod Soccer (2010)']
3772,Michael Strogoff,5.801,https://boardgamegeek.com/boardgame/224894/michael-strogoff,1.0,5.0,2.16,['Alberto Corral'],['Novel-based'],"['Dice Rolling', 'Hand Management', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Race', 'Semi-Cooperative Game']",[],[]
3773,Rat Hot,5.801,https://boardgamegeek.com/boardgame/16497/rat-hot,2.0,2.0,1.46,['Michael Schacht'],"['Abstract Strategy', 'Print & Play']","['Layering', 'Pattern Building', 'Take That', 'Tile Placement']",[],['Rat Attack (2019)']
3774,Trial by Trolley,5.801,https://boardgamegeek.com/boardgame/282171/trial-trolley,3.0,1.0,1.04,['Scott Houser'],"['Mature / Adult', 'Party Game']","['Hand Management', 'Simultaneous Action Selection', 'Voting']",[],[]
3775,Träxx,5.801,https://boardgamegeek.com/boardgame/173092/traxx,1.0,4.0,1.17,"['Steffen Benndorf', 'Reinhard Staupe']",[],['Line Drawing'],[],[]
3776,Katamino,5.801,https://boardgamegeek.com/boardgame/6931/katamino,1.0,2.0,1.79,['André Perriolat'],"['Abstract Strategy', ""Children's Game"", 'Puzzle']","['Pattern Building', 'Pattern Recognition']",[],"['GTP Compet (2010)', 'Katamino Duo (2013)']"
3777,Shadows of Malice,5.801,https://boardgamegeek.com/boardgame/154510/shadows-malice,1.0,8.0,3.19,['Jim Felli'],"['Adventure', 'Fantasy']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Role Playing', 'Roll / Spin and Move', 'Trading', 'Variable Phase Order', 'Variable Player Powers']",[],[]
3778,Burke's Gambit,5.8,https://boardgamegeek.com/boardgame/206754/burkes-gambit,4.0,8.0,1.41,['Robert Yates'],"['Bluffing', 'Deduction', 'Negotiation', 'Party Game', 'Science Fiction']","['Dice Rolling', 'Memory', 'Player Elimination', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting']",[],[]
3779,Crossfire,5.8,https://boardgamegeek.com/boardgame/230059/crossfire,5.0,1.0,1.14,['Emerson Matsuuchi'],"['Bluffing', 'Deduction', 'Real-time', 'Science Fiction', 'Spies/Secret Agents']",[],[],[]
3780,Cosmic Eidex,5.8,https://boardgamegeek.com/boardgame/1002/cosmic-eidex,3.0,3.0,2.68,['Urs Hostettler'],['Card Game'],"['Trick-taking', 'Variable Player Powers']",[],[]
3781,MIL (1049),5.8,https://boardgamegeek.com/boardgame/105187/mil-1049,2.0,5.0,3.81,['Firmino Martínez'],['Medieval'],"['Area Majority / Influence', 'Auction/Bidding', 'Worker Placement']",[],[]
3782,Shadowfist,5.8,https://boardgamegeek.com/boardgame/3475/shadowfist,2.0,7.0,2.56,"['Jose Garcia', 'Robin D. Laws']","['Card Game', 'Collectible Components', 'Fighting']",['Hand Management'],[],[]
3783,Kalah,5.8,https://boardgamegeek.com/boardgame/2448/kalah,2.0,2.0,1.62,['William Julius Champion Jr.'],['Abstract Strategy'],['Mancala'],[],[]
3784,Copenhagen: Roll & Write,5.8,https://boardgamegeek.com/boardgame/282463/copenhagen-roll-write,2.0,4.0,1.36,"['Asger Harding Granerud', 'Daniel Skjold Pedersen']",['Puzzle'],"['Dice Rolling', 'Paper-and-Pencil', 'Pattern Building']",['Copenhagen (2019)'],[]
3785,Rick and Morty: Total Rickall Card Game,5.8,https://boardgamegeek.com/boardgame/194232/rick-and-morty-total-rickall-card-game,2.0,5.0,1.56,['Matt Hyra'],"['Card Game', 'Deduction', 'Humor', 'Movies / TV / Radio theme']","['Cooperative Game', 'Hand Management', 'Memory']",[],[]
3786,The Witches: A Discworld Game,5.8,https://boardgamegeek.com/boardgame/137095/witches-discworld-game,1.0,4.0,1.68,['Martin Wallace'],"['Fantasy', 'Novel-based']","['Cooperative Game', 'Critical Hits and Failures', 'Dice Rolling', 'Events', 'Point to Point Movement', 'Set Collection', 'Stat Check Resolution']",[],[]
3787,Anzio,5.799,https://boardgamegeek.com/boardgame/4173/anzio,2.0,2.0,3.22,"['Tom Oleson', 'David Williams (I)']","['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Scenario / Mission / Campaign Game']",[],['Italia (2004)']
3788,VOLT: Robot Battle Arena,5.799,https://boardgamegeek.com/boardgame/143981/volt-robot-battle-arena,2.0,4.0,2.04,['Emerson Matsuuchi'],"['Fighting', 'Miniatures', 'Science Fiction']","['Action Queue', 'Grid Movement', 'Programmed Movement', 'Simultaneous Action Selection', 'Variable Player Powers']",[],['VOLT (2018)']
3789,Sixth Fleet: Modern Naval Combat in the Mediterranean,5.799,https://boardgamegeek.com/boardgame/2073/sixth-fleet-modern-naval-combat-mediterranean,2.0,2.0,3.3,['Joseph M. Balkoski'],"['Modern Warfare', 'Nautical', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation']",[],[]
3790,Catan: Ancient Egypt,5.799,https://boardgamegeek.com/boardgame/161527/catan-ancient-egypt,3.0,4.0,2.47,['Klaus Teuber'],"['Civilization', 'Negotiation']","['Dice Rolling', 'Network and Route Building', 'Trading']",['Catan (1995)'],[]
3791,Windward,5.799,https://boardgamegeek.com/boardgame/282922/windward,1.0,5.0,2.24,[],"['Adventure', 'Aviation / Flight', 'Dice', 'Miniatures', 'Nautical', 'Space Exploration', 'Transportation']","['Area Movement', 'Bias', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Pick-up and Deliver', 'Solo / Solitaire Game', 'Trading', 'Variable Player Powers', 'Worker Placement']",[],[]
3792,Machina Arcana,5.799,https://boardgamegeek.com/boardgame/144743/machina-arcana,1.0,4.0,3.31,['Juraj Bilich'],"['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Mythology', 'Science Fiction']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Solo / Solitaire Game']",[],['Machina Arcana (Second/Third Edition) (2019)']
3793,Go Away Monster!,5.799,https://boardgamegeek.com/boardgame/6714/go-away-monster,2.0,4.0,1.0,"['Monty Stambler', 'Ann Stambler']","[""Children's Game"", 'Puzzle']","['Cooperative Game', 'Pattern Recognition', 'Set Collection']",[],[]
3794,Twilight Imperium,5.799,https://boardgamegeek.com/boardgame/24/twilight-imperium,2.0,6.0,3.49,['Christian T. Petersen'],"['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Tile Placement', 'Variable Player Powers', 'Voting']",[],['Twilight Imperium: Second Edition (2000)']
3795,Funkenschlag: EnBW,5.798,https://boardgamegeek.com/boardgame/33434/funkenschlag-enbw,2.0,6.0,3.17,['Friedemann Friese'],"['Economic', 'Industry / Manufacturing']","['Auction/Bidding', 'Network and Route Building']","['Funkenschlag (2001)', 'Power Grid (2004)']",[]
3796,Okanagan: Valley of the Lakes,5.798,https://boardgamegeek.com/boardgame/230089/okanagan-valley-lakes,2.0,4.0,2.17,['Emanuele Ornella'],['Territory Building'],"['Area Majority / Influence', 'Enclosure', 'Set Collection', 'Tile Placement']",[],[]
3797,Star Trek Deck Building Game: The Original Series,5.798,https://boardgamegeek.com/boardgame/122690/star-trek-deck-building-game-original-series,2.0,4.0,2.65,['Alex Bykov'],"['Adventure', 'Card Game', 'Exploration', 'Fantasy', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Push Your Luck', 'Simulation']",[],[]
3798,Q.E.,5.798,https://boardgamegeek.com/boardgame/209136/qe,3.0,4.0,1.83,['Gavin Birnbaum'],['Economic'],['Auction/Bidding'],[],['Q.E. (2019)']
3799,Gorinto,5.797,https://boardgamegeek.com/boardgame/270293/gorinto,1.0,4.0,1.67,['Richard Yaner'],['Abstract Strategy'],"['Pattern Recognition', 'Set Collection', 'Tile Placement']",[],[]
3800,Locomotive Werks,5.797,https://boardgamegeek.com/boardgame/3828/locomotive-werks,3.0,5.0,2.91,['Dieter Danziger'],"['Economic', 'Industry / Manufacturing', 'Trains']","['Commodity Speculation', 'Dice Rolling']",[],[]
3801,"...and then, we held hands.",5.797,https://boardgamegeek.com/boardgame/153999/and-then-we-held-hands,2.0,2.0,1.76,"['David Chircop', 'Yannick Massa']","['Card Game', 'Print & Play']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Layering', 'Melding and Splaying', 'Point to Point Movement']",[],[]
3802,Sitting Ducks Gallery,5.797,https://boardgamegeek.com/boardgame/17027/sitting-ducks-gallery,3.0,6.0,1.11,['Keith Meyers'],"['Animals', 'Card Game']","['Card Drafting', 'Hand Management']",[],"['Sitting Ducks Deluxe (2009)', 'Sitting Ducks Deluxe (2015)']"
3803,It's Alive!,5.797,https://boardgamegeek.com/boardgame/28396/its-alive,2.0,5.0,1.62,['Yehuda Berlinger'],"['Card Game', 'Horror']","['Auction/Bidding', 'Set Collection']",[],"['Candle Quest (2005)', 'Frankenstein (2019)']"
3804,Mini Kubb,5.797,https://boardgamegeek.com/boardgame/130006/mini-kubb,2.0,1.0,1.27,[],['Action / Dexterity'],[],[],[]
3805,IOTA,5.797,https://boardgamegeek.com/boardgame/119632/iota,2.0,4.0,1.91,['Gene Mackles'],"['Abstract Strategy', 'Card Game']","['Pattern Building', 'Pattern Recognition', 'Tile Placement']",[],[]
3806,Lux Aeterna,5.796,https://boardgamegeek.com/boardgame/282439/lux-aeterna,1.0,1.0,2.13,['Tony Boydell'],"['Card Game', 'Real-time', 'Science Fiction']","['Card Drafting', 'Hand Management', 'Solo / Solitaire Game']",[],[]
3807,Masters of Venice,5.796,https://boardgamegeek.com/boardgame/40276/masters-venice,2.0,5.0,3.64,['Frank DiLorenzo'],"['Economic', 'Renaissance']","['Auction/Bidding', 'Commodity Speculation', 'Pick-up and Deliver', 'Simultaneous Action Selection', 'Stock Holding', 'Variable Phase Order', 'Variable Player Powers']",[],[]
3808,"But Wait, There's More!",5.796,https://boardgamegeek.com/boardgame/114438/wait-theres-more,3.0,1.0,1.1,"['Jay Cormier', 'Sen-Foong Lim']","['Humor', 'Party Game', 'Print & Play']","['Acting', 'Storytelling']",[],[]
3809,Der schwarze Pirat,5.796,https://boardgamegeek.com/boardgame/23890/der-schwarze-pirat,2.0,4.0,1.13,['Guido Hoffmann'],"['Action / Dexterity', ""Children's Game"", 'Nautical', 'Pirates']","['Dice Rolling', 'Point to Point Movement']",[],['Der schwarze Pirat: Das Duell (2007)']
3810,No Retreat!: The North African Front,5.796,https://boardgamegeek.com/boardgame/120669/no-retreat-north-african-front,2.0,2.0,3.36,['Carl Paradis'],"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",['No Retreat 2: The Africa Front 1940-1942 (2011)'],[]
3811,Lovelace & Babbage,5.796,https://boardgamegeek.com/boardgame/257056/lovelace-babbage,2.0,4.0,2.33,['Scott Almes'],"['Industry / Manufacturing', 'Number', 'Real-time']","['Action Queue', 'Pattern Building', 'Push Your Luck', 'Set Collection', 'Variable Player Powers']",[],[]
3812,Thunder at Cassino,5.796,https://boardgamegeek.com/boardgame/755/thunder-cassino,1.0,2.0,3.17,['Courtney F. Allen'],"['Wargame', 'World War II']","['Area-Impulse', 'Dice Rolling']",[],[]
3813,Munchkin Legends,5.796,https://boardgamegeek.com/boardgame/144325/munchkin-legends,3.0,6.0,1.7,"['Andrew Hackard', 'Steve Jackson (I)']","['Ancient', 'Card Game', 'Fantasy', 'Humor', 'Mythology']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']",[],[]
3814,Tanz der Hornochsen!,5.796,https://boardgamegeek.com/boardgame/13005/tanz-der-hornochsen,2.0,8.0,1.41,['Wolfgang Kramer'],"['Animals', 'Humor']",['Simultaneous Action Selection'],[],['6 nimmt! Brettspiel (2019)']
3815,Peloponnesian War,5.795,https://boardgamegeek.com/boardgame/279644/peloponnesian-war,1.0,2.0,4.0,['Mark Herman'],"['Ancient', 'Wargame']","['Dice Rolling', 'Movement Points', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game', 'Variable Set-up']","['The Peloponnesian War, 431-404 BC (1991)']",[]
3816,Cloud City,5.795,https://boardgamegeek.com/boardgame/313963/cloud-city,2.0,4.0,1.2,['Phil Walker-Harding'],['City Building'],"['Network and Route Building', 'Tile Placement']",[],[]
3817,Black Box,5.795,https://boardgamegeek.com/boardgame/165/black-box,1.0,2.0,2.07,['Eric Solomon'],"['Abstract Strategy', 'Deduction', 'Puzzle']","['Line Drawing', 'Pattern Recognition', 'Secret Unit Deployment']",[],['Black Box + (2007)']
3818,Pax Baltica,5.795,https://boardgamegeek.com/boardgame/42328/pax-baltica,2.0,2.0,2.96,"['Göran Björkman', 'Stefan Ekström']","['Age of Reason', 'Wargame']","['Action Points', 'Area Movement', 'Dice Rolling', 'Secret Unit Deployment', 'Simulation']",[],[]
3819,Age of Discovery,5.795,https://boardgamegeek.com/boardgame/27165/age-discovery,2.0,4.0,2.4,['Alfred Viktor Schulz'],"['Card Game', 'Economic', 'Exploration', 'Nautical', 'Renaissance']","['Card Drafting', 'Hand Management']",[],[]
3820,Sneaks & Snitches,5.795,https://boardgamegeek.com/boardgame/55601/sneaks-snitches,2.0,5.0,1.42,['Vlaada Chvátil'],"['Bluffing', 'Card Game', 'Spies/Secret Agents']","['Set Collection', 'Simultaneous Action Selection']",[],[]
